state,city,zip,living_space,construct_year,rent,negative_sample
Bayern,Neu-Ulm,89233,78.54,1960,1030.59,0
Hessen,Hanau,63453,80.17,1916,1133.07,0
Nordrhein-Westfalen,Wuppertal,42239,129.76,1975,894.72,0
Bayern,Rosenheim,83023,134.76,1964,1166.03,0
Hessen,Fulda,36043,103.32,1904,1221.13,0
Nordrhein-Westfalen,Moenchengladbach,41105,124.31,1935,1117.16,0
Nordrhein-Westfalen,Muenster,48146,118.43,1948,1363.9,0
Hessen,Marburg,35062,142.6,1925,1692.57,0
Bayern,Bamberg,96051,100.14,1987,1127.99,0
Hessen,Kassel,34224,55.36,1961,606.0,0
Bayern,Aschaffenburg,63739,28.64,2016,590.89,0
Nordrhein-Westfalen,Bonn,53177,50.73,1936,762.65,0
Nordrhein-Westfalen,Moenchengladbach,41173,100.29,1977,853.23,0
Baden-Wuerttemberg,Karlsruhe,76220,145.66,1979,1460.91,0
Baden-Wuerttemberg,Freiburg im Breisgau,79108,121.29,1961,1628.32,0
Bayern,Memmingen,87700,90.89,2037,2028.33,0
Nordrhein-Westfalen,Koeln,50741,98.81,1930,1289.5,0
Baden-Wuerttemberg,Ludwigsburg,71661,137.78,1921,1612.6,0
Nordrhein-Westfalen,Bielefeld,33712,25.49,1931,366.27,0
Niedersachsen,Hildesheim,31138,128.27,1962,907.96,0
Niedersachsen,Wolfsburg,38441,134.44,1947,1645.08,0
Niedersachsen,Oldenburg,26127,61.86,1950,713.92,0
Nordrhein-Westfalen,Duesseldorf,40689,162.44,1962,1268.06,0
Baden-Wuerttemberg,Heidelberg,69117,24.38,1941,448.94,0
Baden-Wuerttemberg,Reutlingen,72767,153.55,1953,977.21,0
Hessen,Wiesbaden,57477,188.13,1949,1613.11,0
Bayern,Kempten,87438,155.1,1966,1181.59,0
Nordrhein-Westfalen,Bonn,53126,124.85,1923,1483.73,0
Bayern,Nuernberg,90414,109.24,2029,2329.87,0
Hessen,Giessen,35392,146.97,1910,1634.88,0
Niedersachsen,Osnabrueck,49074,35.75,1953,440.14,0
Baden-Wuerttemberg,Esslingen am Neckar,73730,141.78,1928,1592.8,0
Baden-Wuerttemberg,Karlsruhe,76190,194.49,1954,1352.51,0
Niedersachsen,Braunschweig,38124,129.76,1912,1507.2,0
Nordrhein-Westfalen,Aachen,52063,25.5,1969,361.29,0
Hessen,Marburg,35067,173.1,1941,1830.24,0
Hessen,Offenbach am Main,63070,58.06,1945,1006.95,0
Nordrhein-Westfalen,Koeln,51191,174.54,1950,1279.74,0
Nordrhein-Westfalen,Duesseldorf,40564,104.4,1961,1072.53,0
Niedersachsen,Osnabrueck,49081,54.3,1983,680.0,0
Hessen,Hanau,63454,47.85,1892,741.98,0
Bayern,Hof,95032,112.09,1986,741.62,0
Niedersachsen,Hannover,30441,62.37,1918,939.23,0
Nordrhein-Westfalen,Wuppertal,42316,81.31,1977,728.09,0
Baden-Wuerttemberg,Esslingen am Neckar,73729,53.8,1978,724.88,0
Nordrhein-Westfalen,Moenchengladbach,41067,40.18,1979,444.46,0
Hessen,Kassel,34218,191.97,1933,1466.9,0
Hessen,Darmstadt,64291,57.0,1927,936.92,0
Bayern,Muenchen,83940,126.71,1992,1903.81,0
Nordrhein-Westfalen,Wuppertal,42146,83.83,1988,741.64,0
Niedersachsen,Hildesheim,31141,20.46,1967,238.54,0
Bayern,Muenchen,80835,188.45,1950,2054.27,0
Bayern,Bayreuth,95448,80.98,1998,1128.73,0
Niedersachsen,Wolfsburg,38441,89.3,1930,1264.01,0
Hessen,Wiesbaden,57540,78.79,1939,1238.67,0
Baden-Wuerttemberg,Karlsruhe,76174,177.18,1944,1805.43,0
Nordrhein-Westfalen,Essen,45243,197.3,1967,657.93,0
Nordrhein-Westfalen,Dortmund,44347,193.83,1982,971.53,0
Baden-Wuerttemberg,Ludwigsburg,71643,40.48,1966,540.0,0
Hessen,Frankfurt am Main,61607,102.07,1951,1622.11,0
Nordrhein-Westfalen,Dortmund,44386,35.03,1935,464.59,0
Nordrhein-Westfalen,Gelsenkirchen,45891,134.03,1992,913.24,0
Baden-Wuerttemberg,Ulm,89138,67.62,1902,1147.98,0
Baden-Wuerttemberg,Ulm,89103,80.69,1974,1203.97,0
Bayern,Fuerth,90762,142.07,1996,1653.98,0
Hessen,Giessen,35396,181.69,1910,1752.97,0
Nordrhein-Westfalen,Duesseldorf,40426,149.34,1941,1622.28,0
Nordrhein-Westfalen,Dortmund,44287,31.93,1919,427.62,0
Baden-Wuerttemberg,Tuebingen,72076,152.7,1948,1600.32,0
Niedersachsen,Hannover,30658,137.22,1953,1286.88,0
Hessen,Offenbach am Main,63066,36.57,1927,667.57,0
Baden-Wuerttemberg,Heidelberg,69122,159.08,1935,2018.61,0
Baden-Wuerttemberg,Ludwigsburg,71661,22.81,1964,321.38,0
Niedersachsen,Braunschweig,38120,110.54,1938,1374.21,0
Hessen,Hanau,63456,146.64,1946,1658.17,0
Baden-Wuerttemberg,Ludwigsburg,71644,192.89,1993,1661.2,0
Baden-Wuerttemberg,Esslingen am Neckar,73728,146.82,1951,1250.92,0
Nordrhein-Westfalen,Muenster,48145,179.72,1949,1152.34,0
Hessen,Hanau,63454,87.36,1982,1076.88,0
Baden-Wuerttemberg,Stuttgart,70241,75.13,1969,1300.28,0
Baden-Wuerttemberg,Heilbronn,74078,161.94,1972,1662.72,0
Nordrhein-Westfalen,Essen,45246,112.5,1954,780.61,0
Hessen,Kassel,34192,134.1,1966,1019.27,0
Niedersachsen,Goettingen,37073,96.5,1978,1129.92,0
Hessen,Frankfurt am Main,62147,86.33,1957,1429.73,0
Hessen,Hanau,63451,172.97,1904,1762.36,0
Nordrhein-Westfalen,Bielefeld,33614,108.26,1974,1012.11,0
Hessen,Darmstadt,64289,115.23,1960,1320.88,0
Baden-Wuerttemberg,Esslingen am Neckar,73732,39.99,1927,622.3,0
Nordrhein-Westfalen,Bonn,53185,159.17,1937,1659.41,0
Hessen,Offenbach am Main,63072,84.43,1966,1158.5,0
Hessen,Offenbach am Main,63069,42.94,1907,772.27,0
Nordrhein-Westfalen,Bielefeld,33689,108.49,1941,1175.92,0
Niedersachsen,Oldenburg,26131,151.52,1963,1171.31,0
Niedersachsen,Braunschweig,38117,153.68,1929,1628.79,0
Baden-Wuerttemberg,Ulm,89104,28.0,1942,522.51,0
Hessen,Frankfurt am Main,63626,108.6,1974,1804.32,0
Niedersachsen,Wolfsburg,38443,130.34,1961,1291.76,0
Hessen,Frankfurt am Main,61757,179.79,1949,2263.35,0
Bayern,Rosenheim,83022,101.25,1988,1121.51,0
Niedersachsen,Goettingen,37074,147.71,1950,1260.31,0
Nordrhein-Westfalen,Aachen,52069,117.86,1933,1383.79,0
Nordrhein-Westfalen,Bochum,44879,41.77,1977,458.4,0
Baden-Wuerttemberg,Karlsruhe,76189,34.12,1954,469.88,0
Baden-Wuerttemberg,Reutlingen,72767,149.07,1922,1349.77,0
Baden-Wuerttemberg,Stuttgart,70626,74.69,1982,1294.11,0
Nordrhein-Westfalen,Koeln,51302,34.64,1982,494.61,0
Nordrhein-Westfalen,Gelsenkirchen,45888,23.38,1961,234.19,0
Nordrhein-Westfalen,Gelsenkirchen,45880,134.02,1945,1047.26,0
Hessen,Kassel,34286,49.58,1958,554.96,0
Nordrhein-Westfalen,Duesseldorf,40596,44.35,1976,613.12,0
Nordrhein-Westfalen,Bochum,44889,30.55,1999,418.6,0
Niedersachsen,Braunschweig,38125,28.49,1986,410.75,0
Niedersachsen,Hannover,30284,133.09,1952,1271.49,0
Nordrhein-Westfalen,Bochum,44821,175.65,1990,928.28,0
Bayern,Hof,95028,125.06,1984,758.48,0
Niedersachsen,Wolfsburg,38446,78.72,1926,1149.68,0
Niedersachsen,Osnabrueck,49083,172.07,1921,1551.56,0
Bayern,Bayreuth,95446,84.69,2001,1230.6,0
Nordrhein-Westfalen,Wuppertal,42303,113.61,1947,1031.77,0
Nordrhein-Westfalen,Bonn,53120,40.78,1977,569.2,0
Nordrhein-Westfalen,Koeln,50958,167.45,1945,1696.84,0
Baden-Wuerttemberg,Mannheim,68185,107.27,1958,1120.0,0
Baden-Wuerttemberg,Mannheim,68232,127.21,1949,1220.39,0
Niedersachsen,Braunschweig,38119,129.9,1976,1313.19,0
Niedersachsen,Hildesheim,31135,141.11,1954,921.85,0
Bayern,Passau,94036,120.06,2017,2011.88,0
Baden-Wuerttemberg,Stuttgart,70602,151.63,1979,2131.3,0
Hessen,Offenbach am Main,63070,37.32,1969,624.13,0
Nordrhein-Westfalen,Koeln,50793,145.13,1987,1390.65,0
Nordrhein-Westfalen,Koeln,51246,26.49,1984,387.36,0
Bayern,Passau,94032,29.52,1952,379.48,0
Hessen,Marburg,35087,146.29,1920,1713.47,0
Hessen,Hanau,63452,153.91,1937,1692.83,0
Bayern,Erlangen,91058,172.14,1989,1756.54,0
Nordrhein-Westfalen,Essen,45308,53.15,1953,502.84,0
Niedersachsen,Oldenburg,26135,196.09,1969,1340.51,0
Nordrhein-Westfalen,Gelsenkirchen,45884,103.45,1950,684.15,0
Baden-Wuerttemberg,Stuttgart,70477,73.47,1985,1276.66,0
Niedersachsen,Wolfsburg,38444,102.07,1951,1134.23,0
Nordrhein-Westfalen,Duesseldorf,40689,183.67,1976,1451.73,0
Niedersachsen,Braunschweig,38112,20.99,1911,340.77,0
Bayern,Memmingen,87702,20.41,2016,409.54,0
Baden-Wuerttemberg,Freiburg im Breisgau,79109,119.66,1972,1734.45,0
Bayern,Erlangen,91058,175.56,1956,1590.35,0
Baden-Wuerttemberg,Pforzheim,75176,57.97,1940,769.02,0
Niedersachsen,Hannover,30523,35.53,1938,575.61,0
Bayern,Kempten,87437,165.78,1993,1477.83,0
Nordrhein-Westfalen,Bonn,53203,138.57,1913,1565.96,0
Nordrhein-Westfalen,Koeln,51188,117.28,1959,1145.33,0
Niedersachsen,Goettingen,37083,58.64,1985,780.95,0
Niedersachsen,Osnabrueck,49075,113.9,1903,1308.63,0
Niedersachsen,Goettingen,37082,112.53,1946,1409.7,0
Niedersachsen,Hildesheim,31134,60.84,1969,665.83,0
Niedersachsen,Hannover,30468,50.64,1952,661.25,0
Niedersachsen,Braunschweig,38110,106.36,1950,1075.24,0
Nordrhein-Westfalen,Moenchengladbach,41063,151.64,1928,1186.62,0
Niedersachsen,Braunschweig,38118,108.1,1965,1084.87,0
Niedersachsen,Hannover,30632,114.1,1937,1467.38,0
Hessen,Hanau,63454,93.05,1935,1264.16,0
Nordrhein-Westfalen,Bonn,53177,38.96,1964,507.86,0
Niedersachsen,Braunschweig,38117,57.56,1938,845.23,0
Baden-Wuerttemberg,Esslingen am Neckar,73730,125.67,1955,1183.69,0
Baden-Wuerttemberg,Stuttgart,70419,100.9,1968,1534.85,0
Baden-Wuerttemberg,Pforzheim,75176,196.78,1964,957.71,0
Niedersachsen,Hildesheim,31138,70.46,1948,848.04,0
Baden-Wuerttemberg,Esslingen am Neckar,73731,176.4,1975,1457.6,0
Baden-Wuerttemberg,Ulm,89140,162.39,1938,2102.69,0
Nordrhein-Westfalen,Moenchengladbach,41092,125.59,1929,1121.83,0
Bayern,Bayreuth,95445,141.93,1988,1326.75,0
Baden-Wuerttemberg,Heilbronn,74079,26.86,1951,403.06,0
Nordrhein-Westfalen,Wuppertal,42148,177.21,1964,687.31,0
Nordrhein-Westfalen,Moenchengladbach,41081,21.92,1945,292.41,0
Hessen,Giessen,35394,90.21,1916,1221.09,0
Bayern,Nuernberg,90425,72.96,1959,884.25,0
Niedersachsen,Braunschweig,38114,134.0,1951,1197.3,0
Niedersachsen,Goettingen,37080,64.51,1971,843.06,0
Nordrhein-Westfalen,Essen,45309,151.39,1985,951.63,0
Bayern,Rosenheim,83024,150.05,2005,1913.59,0
Nordrhein-Westfalen,Dortmund,44348,101.26,1939,1057.78,0
Nordrhein-Westfalen,Bielefeld,33656,177.73,1943,1403.44,0
Baden-Wuerttemberg,Esslingen am Neckar,73733,59.92,1958,731.84,0
Hessen,Hanau,63450,193.27,1940,1802.44,0
Nordrhein-Westfalen,Bielefeld,33603,25.46,1959,302.13,0
Bayern,Nuernberg,90478,133.11,1995,1572.42,0
Hessen,Giessen,35394,66.2,1939,963.62,0
Bayern,Augsburg,86169,104.13,1980,1274.98,0
Hessen,Hanau,63457,72.88,1982,943.28,0
Baden-Wuerttemberg,Esslingen am Neckar,73729,143.31,1954,1242.4,0
Baden-Wuerttemberg,Stuttgart,70299,149.56,1973,2115.3,0
Bayern,Kempten,87438,156.6,2008,2044.32,0
Nordrhein-Westfalen,Muenster,48150,127.77,1956,1101.35,0
Hessen,Giessen,35391,97.9,1918,1293.2,0
Hessen,Hanau,63455,91.01,1904,1244.34,0
Niedersachsen,Wolfsburg,38440,125.21,1951,1268.18,0
Hessen,Giessen,35397,164.73,1922,1708.07,0
Niedersachsen,Hannover,30488,160.43,2007,2188.53,0
Nordrhein-Westfalen,Essen,45316,99.72,1926,995.37,0
Nordrhein-Westfalen,Bochum,44804,78.06,1962,658.22,0
Nordrhein-Westfalen,Aachen,52072,173.43,1950,1193.06,0
Bayern,Wuerzburg,97073,146.02,2013,2377.81,0
Bayern,Augsburg,86173,27.9,1969,432.0,0
Baden-Wuerttemberg,Ludwigsburg,71642,75.7,1939,1085.78,0
Baden-Wuerttemberg,Pforzheim,75177,92.1,2000,1180.37,0
Bayern,Freising,85356,72.32,1973,1046.2,0
Bayern,Passau,94033,45.18,1979,595.93,0
Niedersachsen,Braunschweig,38126,183.07,1948,1711.62,0
Nordrhein-Westfalen,Wuppertal,42154,126.45,1946,1079.35,0
Baden-Wuerttemberg,Ulm,89106,72.27,1978,1104.16,0
Baden-Wuerttemberg,Karlsruhe,76140,120.92,1923,1521.31,0
Baden-Wuerttemberg,Reutlingen,72770,97.45,1970,949.96,0
Bayern,Kempten,87435,101.83,1991,1133.63,0
Bayern,Ingolstadt,85057,94.93,1987,1283.06,0
Nordrhein-Westfalen,Duisburg,47250,100.51,1962,693.35,0
Nordrhein-Westfalen,Duesseldorf,40439,53.31,1981,716.75,0
Baden-Wuerttemberg,Tuebingen,72074,93.4,1993,1144.21,0
Bayern,Wuerzburg,97077,79.25,1972,1059.76,0
Baden-Wuerttemberg,Heidelberg,69117,79.42,1954,1078.14,0
Hessen,Kassel,34217,138.41,1940,1372.68,0
Baden-Wuerttemberg,Ludwigsburg,71657,23.48,1918,388.92,0
Bayern,Nuernberg,90414,54.31,1991,769.17,0
Nordrhein-Westfalen,Wuppertal,42148,84.03,1988,742.72,0
Baden-Wuerttemberg,Karlsruhe,76169,138.1,1954,1291.35,0
Nordrhein-Westfalen,Dortmund,44175,79.63,1938,905.01,0
Bayern,Dachau,85222,122.53,1984,1503.77,0
Hessen,Hanau,63454,195.14,1979,1511.66,0
Hessen,Hanau,63452,36.32,1960,490.2,0
Baden-Wuerttemberg,Heidelberg,69115,78.99,1957,1073.71,0
Nordrhein-Westfalen,Gelsenkirchen,45887,23.94,1966,239.23,0
Hessen,Kassel,34159,164.31,1922,1448.7,0
Bayern,Hof,95029,150.44,1934,975.8,0
Baden-Wuerttemberg,Ulm,89138,80.91,1964,1125.53,0
Nordrhein-Westfalen,Muenster,48160,165.01,1969,1326.2,0
Nordrhein-Westfalen,Aachen,52067,159.44,1966,1191.62,0
Baden-Wuerttemberg,Esslingen am Neckar,73729,63.79,1967,768.59,0
Hessen,Frankfurt am Main,63009,47.59,1942,985.56,0
Baden-Wuerttemberg,Heilbronn,74077,114.82,1972,1408.84,0
Hessen,Offenbach am Main,63073,107.81,1936,1641.77,0
Hessen,Marburg,35076,179.0,1940,1847.73,0
Baden-Wuerttemberg,Mannheim,68285,117.53,1918,1469.71,0
Nordrhein-Westfalen,Essen,45154,34.94,1954,357.57,0
Hessen,Offenbach am Main,63074,168.8,1937,2132.96,0
Baden-Wuerttemberg,Karlsruhe,76195,138.37,1959,1292.28,0
Niedersachsen,Wolfsburg,38444,184.18,1947,1864.34,0
Nordrhein-Westfalen,Wuppertal,42300,72.98,1970,679.31,0
Hessen,Hanau,63450,58.98,1902,886.61,0
Baden-Wuerttemberg,Ulm,89146,44.51,1957,688.04,0
Hessen,Frankfurt am Main,63423,167.19,1947,2612.22,0
Hessen,Giessen,35393,88.59,1929,1205.28,0
Nordrhein-Westfalen,Wuppertal,42220,170.08,1930,1136.41,0
Baden-Wuerttemberg,Mannheim,68291,98.91,1952,1067.87,0
Hessen,Hanau,63453,189.78,1961,1323.59,0
Bayern,Schweinfurt,97422,189.39,1966,757.75,0
Bayern,Schweinfurt,97421,146.93,1983,999.93,0
Baden-Wuerttemberg,Tuebingen,72071,147.97,1926,1580.49,0
Hessen,Frankfurt am Main,60795,103.41,1919,1896.1,0
Nordrhein-Westfalen,Gelsenkirchen,45882,157.27,1978,837.62,0
Niedersachsen,Goettingen,37074,29.27,1979,426.3,0
Bayern,Aschaffenburg,63739,186.58,2019,2737.17,0
Hessen,Giessen,35398,175.18,1940,1738.63,0
Hessen,Darmstadt,64288,36.08,1935,625.16,0
Nordrhein-Westfalen,Duesseldorf,40495,185.18,1943,1729.55,0
Niedersachsen,Osnabrueck,49089,42.67,1921,619.48,0
Baden-Wuerttemberg,Freiburg im Breisgau,79103,30.45,1990,556.86,0
Baden-Wuerttemberg,Reutlingen,72764,191.09,1963,911.25,0
Hessen,Marburg,35058,37.0,1944,605.16,0
Nordrhein-Westfalen,Muenster,48150,97.92,1968,968.27,0
Nordrhein-Westfalen,Duesseldorf,40503,125.2,1986,1300.71,0
Bayern,Nuernberg,90417,161.49,2021,2762.53,0
Bayern,Fuerth,90766,141.37,1976,1437.98,0
Baden-Wuerttemberg,Ulm,89142,106.46,1962,1365.36,0
Hessen,Darmstadt,64285,79.88,1935,1235.33,0
Baden-Wuerttemberg,Ludwigsburg,71645,80.93,1971,1021.4,0
Niedersachsen,Osnabrueck,49086,138.87,1943,1448.15,0
Niedersachsen,Oldenburg,26131,114.21,1921,1349.49,0
Bayern,Freising,85356,70.5,1997,1148.65,0
Bayern,Wuerzburg,97082,59.14,2020,1284.86,0
Niedersachsen,Goettingen,37074,188.71,1978,1470.02,0
Baden-Wuerttemberg,Mannheim,68291,24.34,1979,364.26,0
Hessen,Hanau,63451,128.07,1946,1549.29,0
Hessen,Fulda,36043,112.86,1943,1288.11,0
Hessen,Wiesbaden,63066,189.05,1943,2086.23,0
Bayern,Regensburg,93052,168.31,2004,2214.43,0
Niedersachsen,Osnabrueck,49080,148.3,1959,1116.29,0
Hessen,Offenbach am Main,63075,131.79,1945,1872.56,0
Nordrhein-Westfalen,Bielefeld,33689,110.32,1965,911.4,0
Bayern,Memmingen,87701,91.1,1987,961.84,0
Nordrhein-Westfalen,Bochum,44889,185.36,1968,717.75,0
Niedersachsen,Hannover,30284,43.31,1954,579.07,0
Baden-Wuerttemberg,Freiburg im Breisgau,79100,55.22,1939,1034.39,0
Bayern,Kempten,87437,44.86,2002,731.44,0
Bayern,Freising,85356,160.82,1951,1560.79,0
Bayern,Freising,85356,79.76,1987,1128.63,0
Baden-Wuerttemberg,Tuebingen,72070,162.03,1966,1228.79,0
Hessen,Hanau,63450,43.29,1947,679.64,0
Niedersachsen,Oldenburg,26125,183.63,1941,1628.01,0
Niedersachsen,Goettingen,37085,137.03,1922,1573.95,0
Niedersachsen,Hannover,30182,88.8,1938,1237.49,0
Hessen,Hanau,63454,168.61,1962,1327.64,0
Baden-Wuerttemberg,Karlsruhe,76187,174.04,1974,1535.6,0
Niedersachsen,Oldenburg,26122,153.29,1948,1556.69,0
Baden-Wuerttemberg,Heilbronn,74075,120.0,1938,1626.01,0
Baden-Wuerttemberg,Karlsruhe,76196,198.95,1923,1843.2,0
Nordrhein-Westfalen,Essen,45316,32.59,1934,418.25,0
Niedersachsen,Goettingen,37073,141.22,1964,1243.89,0
Nordrhein-Westfalen,Duesseldorf,40495,138.75,1976,1361.56,0
Bayern,Regensburg,93056,157.3,1988,1592.63,0
Baden-Wuerttemberg,Esslingen am Neckar,73730,99.78,1926,1299.04,0
Niedersachsen,Osnabrueck,49076,98.7,1953,950.97,0
Niedersachsen,Osnabrueck,49080,30.78,1970,416.18,0
Niedersachsen,Oldenburg,26128,186.95,1943,1631.07,0
Nordrhein-Westfalen,Moenchengladbach,41105,49.08,1913,598.04,0
Niedersachsen,Goettingen,37073,157.91,1930,1673.67,0
Nordrhein-Westfalen,Wuppertal,42326,196.87,1987,795.95,0
Hessen,Marburg,35054,91.96,1964,1059.51,0
Bayern,Straubing,94316,146.1,2008,1779.59,0
Bayern,Bayreuth,95445,109.23,2020,1992.17,0
Bayern,Landshut,84030,46.71,1951,607.03,0
Niedersachsen,Braunschweig,38104,148.31,1958,1234.95,0
Hessen,Offenbach am Main,63067,135.15,1957,1563.18,0
Baden-Wuerttemberg,Ulm,89126,182.7,1947,2207.99,0
Nordrhein-Westfalen,Bielefeld,33637,40.96,1973,500.11,0
Bayern,Kaufbeuren,87602,78.72,2000,1007.13,0
Nordrhein-Westfalen,Aachen,52075,50.02,1934,731.46,0
Nordrhein-Westfalen,Essen,45154,82.54,1956,677.83,0
Bayern,Landshut,84032,132.19,2008,1964.58,0
Bayern,Erlangen,91055,150.63,1976,1674.74,0
Nordrhein-Westfalen,Bielefeld,33711,172.18,1951,969.78,0
Niedersachsen,Wolfsburg,38448,117.05,1980,1343.18,0
Bayern,Hof,95030,173.4,1987,695.41,0
Hessen,Offenbach am Main,63071,149.44,1906,2011.3,0
Baden-Wuerttemberg,Heidelberg,69122,36.33,1978,596.08,0
Baden-Wuerttemberg,Reutlingen,72763,95.71,1964,844.39,0
Niedersachsen,Wolfsburg,38443,133.08,1982,1436.49,0
Niedersachsen,Hannover,30179,79.45,1968,940.16,0
Nordrhein-Westfalen,Koeln,51355,113.16,1984,1238.03,0
Baden-Wuerttemberg,Stuttgart,70510,173.81,1982,2279.17,0
Hessen,Frankfurt am Main,63148,90.3,1959,1480.25,0
Hessen,Fulda,36039,163.09,1998,1594.79,0
Nordrhein-Westfalen,Aachen,52079,30.57,1956,395.91,0
Hessen,Frankfurt am Main,62285,159.3,1942,2542.36,0
Hessen,Fulda,36043,66.9,1964,726.99,0
Niedersachsen,Hannover,30349,176.53,1960,1360.6,0
Niedersachsen,Oldenburg,26129,175.12,1953,1178.1,0
Baden-Wuerttemberg,Reutlingen,72761,150.82,2024,2410.12,0
Niedersachsen,Hannover,30488,104.71,1931,1388.47,0
Bayern,Muenchen,83283,105.5,2000,1891.16,0
Hessen,Darmstadt,64288,40.38,1908,692.21,0
Hessen,Ruesselsheim am Main,65428,136.47,1907,1550.3,0
Bayern,Nuernberg,90414,178.52,1967,1362.63,0
Baden-Wuerttemberg,Stuttgart,70287,151.91,1969,2133.39,0
Niedersachsen,Braunschweig,38106,59.79,1952,722.79,0
Hessen,Fulda,36041,23.47,1924,357.03,0
Baden-Wuerttemberg,Tuebingen,72075,121.84,1975,1253.96,0
Nordrhein-Westfalen,Bochum,44883,61.94,1954,564.75,0
Hessen,Wiesbaden,55917,31.45,1948,557.76,0
Nordrhein-Westfalen,Gelsenkirchen,45899,51.33,1956,453.16,0
Bayern,Kempten,87436,157.16,1945,1576.42,0
Baden-Wuerttemberg,Heidelberg,69126,199.43,1951,1690.01,0
Bayern,Dachau,85222,34.24,2020,805.51,0
Baden-Wuerttemberg,Pforzheim,75178,162.21,1943,1433.31,0
Bayern,Ingolstadt,85056,85.56,2019,1810.78,0
Bayern,Wuerzburg,97078,64.46,1999,1047.51,0
Nordrhein-Westfalen,Moenchengladbach,41165,80.16,1998,910.86,0
Bayern,Neu-Ulm,89231,73.93,1996,1169.43,0
Baden-Wuerttemberg,Mannheim,68225,166.97,1971,1486.67,0
Niedersachsen,Wolfsburg,38440,131.68,1980,1429.2,0
Nordrhein-Westfalen,Bonn,53150,81.56,1913,1119.34,0
Bayern,Ingolstadt,85049,48.54,2008,970.24,0
Bayern,Bayreuth,95448,152.55,1968,1204.63,0
Baden-Wuerttemberg,Karlsruhe,76192,124.75,1957,1237.28,0
Bayern,Regensburg,93055,79.38,1975,1066.59,0
Hessen,Fulda,36038,185.85,1938,1544.67,0
Niedersachsen,Hannover,30284,48.18,1986,682.31,0
Nordrhein-Westfalen,Dortmund,44388,101.88,1943,1061.6,0
Hessen,Kassel,34259,171.55,1902,1459.74,0
Bayern,Fuerth,90765,73.37,1990,958.31,0
Niedersachsen,Goettingen,37078,107.93,1956,1103.35,0
Baden-Wuerttemberg,Heidelberg,69119,32.85,1950,511.0,0
Baden-Wuerttemberg,Stuttgart,70377,96.81,1982,1586.31,0
Bayern,Bayreuth,95444,83.66,1987,989.22,0
Hessen,Marburg,35055,91.7,1968,1057.54,0
Bayern,Wuerzburg,97079,179.29,1992,1724.81,0
Hessen,Ruesselsheim am Main,65429,190.4,1960,1250.54,0
Bayern,Augsburg,86177,81.78,1992,1119.88,0
Niedersachsen,Hannover,30262,99.29,1953,1091.24,0
Baden-Wuerttemberg,Karlsruhe,76169,125.17,1955,1239.22,0
Hessen,Kassel,34196,164.09,1975,1202.15,0
Baden-Wuerttemberg,Ulm,89157,198.58,1986,1968.0,0
Baden-Wuerttemberg,Esslingen am Neckar,73732,183.24,1928,1735.7,0
Hessen,Frankfurt am Main,65487,153.4,1909,2486.66,0
Baden-Wuerttemberg,Esslingen am Neckar,73734,48.26,1985,661.59,0
Bayern,Neu-Ulm,89231,61.22,2006,1154.43,0
Bayern,Dachau,85222,49.67,1972,763.35,0
Bayern,Rosenheim,83026,168.18,1979,1384.52,0
Niedersachsen,Oldenburg,26133,75.56,1926,1016.94,0
Bayern,Rosenheim,83023,153.93,2006,1976.12,0
Hessen,Kassel,34286,36.73,1939,522.94,0
Hessen,Hanau,63455,20.14,1937,336.07,0
Baden-Wuerttemberg,Heilbronn,74080,70.51,1965,927.43,0
Bayern,Aschaffenburg,63739,199.67,2009,2318.98,0
Baden-Wuerttemberg,Tuebingen,72072,159.83,1936,1626.62,0
Nordrhein-Westfalen,Wuppertal,42170,110.1,1961,741.05,0
Bayern,Regensburg,93054,187.61,2011,2642.78,0
Baden-Wuerttemberg,Reutlingen,72768,89.85,1905,1039.7,0
Baden-Wuerttemberg,Tuebingen,72074,81.29,1953,895.41,0
Nordrhein-Westfalen,Muenster,48164,120.01,1960,1074.05,0
Niedersachsen,Braunschweig,38124,55.2,2006,954.14,0
Nordrhein-Westfalen,Bonn,53124,75.59,1937,1056.59,0
Niedersachsen,Braunschweig,38111,51.13,1912,764.69,0
Bayern,Wuerzburg,97083,105.12,1972,1290.08,0
Bayern,Kaufbeuren,87602,31.89,1982,391.79,0
Bayern,Aschaffenburg,63742,137.5,1978,1307.1,0
Nordrhein-Westfalen,Bonn,53136,120.52,1949,1153.1,0
Niedersachsen,Hannover,30463,26.25,1951,369.92,0
Hessen,Ruesselsheim am Main,65428,51.95,1913,776.81,0
Nordrhein-Westfalen,Duesseldorf,40564,86.69,1961,955.79,0
Baden-Wuerttemberg,Pforzheim,75173,75.59,1995,927.33,0
Hessen,Fulda,36043,127.09,1918,1373.69,0
Hessen,Fulda,36038,172.49,1941,1531.57,0
Nordrhein-Westfalen,Muenster,48147,39.28,1942,584.46,0
Baden-Wuerttemberg,Ulm,89129,195.35,1975,1962.8,0
Nordrhein-Westfalen,Muenster,48158,95.69,1941,1194.5,0
Hessen,Ruesselsheim am Main,65428,155.77,1954,1252.36,0
Baden-Wuerttemberg,Heidelberg,69115,71.38,1957,993.31,0
Baden-Wuerttemberg,Ulm,89156,129.13,1942,1854.53,0
Bayern,Hof,95030,128.59,2003,1178.54,0
Hessen,Fulda,36038,136.7,1925,1421.73,0
Bayern,Nuernberg,90453,34.96,1967,480.12,0
Hessen,Frankfurt am Main,62345,147.81,1974,2209.45,0
