state,city,zip,living_space,construct_year,heating_type,has_parking,has_balcony,rent
Baden-Wuerttemberg,Karlsruhe,76131,153.56,2006,Oil,true,false,2720.88
Niedersachsen,Osnabrueck,49074,235.61,1957,District,false,false,2195.35
Baden-Wuerttemberg,Freiburg im Breisgau,79098,33.18,1964,Oil,false,false,820.81
Baden-Wuerttemberg,Heilbronn,74072,89.26,1956,None,false,false,1010.7
Nordrhein-Westfalen,Gelsenkirchen,45879,194.99,2009,Oil,false,false,2037.1
Bayern,Aschaffenburg,63739,110.97,1986,District,false,false,2146.06
Nordrhein-Westfalen,Essen,45127,68.63,1932,District,false,false,1313.07
Baden-Wuerttemberg,Reutlingen,72760,204.53,1990,District,false,false,2385.96
Nordrhein-Westfalen,Dortmund,44135,46.37,1967,Natural,false,false,795.53
Bayern,Schweinfurt,97421,106.3,1972,District,false,true,1890.99
Nordrhein-Westfalen,Dortmund,44135,42.58,1972,District,true,false,948.45
Niedersachsen,Wolfsburg,38440,62.95,1989,Natural,false,false,1282.16
Nordrhein-Westfalen,Muenster,48143,229.86,1969,District,false,false,2505.55
Baden-Wuerttemberg,Karlsruhe,76131,151.56,2007,District,true,true,2821.14
Baden-Wuerttemberg,Ludwigsburg,71634,197.52,1940,District,false,false,3022.1
Baden-Wuerttemberg,Ulm,89073,183.09,1921,Oil,false,false,3201.11
Bayern,Bayreuth,95444,88.41,1953,Oil,false,false,1635.91
Hessen,Offenbach am Main,63065,115.74,1960,Natural,false,false,2114.53
Baden-Wuerttemberg,Tuebingen,72070,70.48,1989,Oil,false,false,1446.8
Baden-Wuerttemberg,Heidelberg,69115,235.67,1945,None,false,false,1080.49
Baden-Wuerttemberg,Heilbronn,74072,133.86,1979,District,true,false,2695.99
Nordrhein-Westfalen,Dortmund,44135,117.51,1989,District,false,false,1924.8
Hessen,Marburg,35037,137.61,1949,Oil,false,false,2237.73
Niedersachsen,Hildesheim,31134,86.25,1970,Natural,false,false,1363.34
Nordrhein-Westfalen,Dortmund,44135,66.06,1950,Natural,false,false,1011.66
Bayern,Ingolstadt,85049,178.17,1940,Oil,true,false,3116.29
Hessen,Offenbach am Main,63065,245.03,2002,District,false,false,3569.43
Niedersachsen,Osnabrueck,49074,191.46,1947,Oil,false,false,2549.94
Niedersachsen,Hannover,30159,52.41,2009,District,true,true,1485.58
Nordrhein-Westfalen,Duisburg,47051,30.05,1943,Oil,false,false,638.86
Niedersachsen,Hildesheim,31134,240.26,1994,District,true,false,2288.17
Baden-Wuerttemberg,Heilbronn,74072,35.84,1979,District,false,false,925.98
Baden-Wuerttemberg,Esslingen am Neckar,73728,102.64,1944,None,true,false,1166.67
Bayern,Memmingen,87700,148.57,1994,District,false,false,2334.65
Hessen,Kassel,34117,222.14,1972,Oil,true,false,2267.43
Hessen,Darmstadt,64283,172.48,1968,District,false,false,2697.54
Niedersachsen,Braunschweig,38100,225.03,1997,Natural,false,false,2285.4
Niedersachsen,Wolfsburg,38440,249.37,1947,Oil,false,false,2858.05
Hessen,Hanau,63450,216.25,1944,Natural,true,false,2454.18
Niedersachsen,Wolfsburg,38440,130.95,1996,Natural,true,false,2275.69
Bayern,Rosenheim,83022,159.04,1989,Oil,false,false,2384.54
Nordrhein-Westfalen,Wuppertal,42103,95.21,2007,District,true,false,1799.3
Baden-Wuerttemberg,Ludwigsburg,71634,172.61,1962,Oil,true,false,2421.24
Baden-Wuerttemberg,Heilbronn,74072,73.9,1952,Natural,false,true,1464.02
Baden-Wuerttemberg,Tuebingen,72070,168.06,1962,District,false,false,2442.59
Baden-Wuerttemberg,Heidelberg,69115,217.19,1965,Oil,true,false,2912.63
Hessen,Wiesbaden,55246,214.71,1929,District,false,false,3312.49
Hessen,Hanau,63450,174.14,1957,Oil,false,true,2446.91
Baden-Wuerttemberg,Mannheim,68159,231.61,1933,Natural,false,false,2304.68
Bayern,Kaufbeuren,87600,142.13,1981,Oil,false,false,2013.44
Niedersachsen,Oldenburg,26121,44.89,1954,District,true,false,1037.18
Baden-Wuerttemberg,Heidelberg,69115,119.11,1938,Natural,false,false,2272.14
Baden-Wuerttemberg,Stuttgart,70173,149.5,1925,District,false,false,3438.11
Nordrhein-Westfalen,Koeln,50667,125.58,1937,Oil,false,true,2391.27
Bayern,Kempten,87435,230.7,1961,Natural,true,false,1814.29
Bayern,Kempten,87435,233.83,1955,District,false,false,2329.2
Niedersachsen,Oldenburg,26121,235.11,1990,Natural,false,false,1864.48
Bayern,Passau,94032,133.44,1989,Natural,false,false,1856.44
Niedersachsen,Wolfsburg,38440,25.53,1929,Natural,false,false,602.85
Niedersachsen,Hildesheim,31134,106.4,1965,District,false,false,1769.46
Hessen,Darmstadt,64283,232.53,1955,Natural,false,false,2201.99
Hessen,Marburg,35037,51.65,1980,Natural,false,false,1082.3
Niedersachsen,Hannover,30159,212.39,2010,District,true,false,3143.08
Nordrhein-Westfalen,Dortmund,44135,134.75,1965,Oil,true,false,1956.5
Hessen,Hanau,63450,118.8,1940,Natural,false,false,2053.67
Baden-Wuerttemberg,Heidelberg,69115,202.54,1920,Oil,false,false,3167.68
Bayern,Passau,94032,217.27,1925,Natural,true,false,2225.79
Nordrhein-Westfalen,Gelsenkirchen,45879,230.04,1970,District,false,false,1876.31
Niedersachsen,Hildesheim,31134,139.57,1930,Natural,false,false,1820.32
Nordrhein-Westfalen,Koeln,50667,28.71,1963,None,false,false,339.44
Nordrhein-Westfalen,Dortmund,44135,203.49,2002,Natural,true,false,1943.1
Niedersachsen,Hildesheim,31134,25.97,1939,Natural,false,false,530.65
Nordrhein-Westfalen,Gelsenkirchen,45879,189.05,1997,Oil,true,false,2113.51
Hessen,Ruesselsheim am Main,65428,208.33,1968,Natural,true,false,1985.54
Nordrhein-Westfalen,Gelsenkirchen,45879,231.83,1957,District,true,false,1695.19
Hessen,Wiesbaden,55246,81.93,2000,District,false,false,1955.29
Bayern,Rosenheim,83022,35.66,1934,Natural,false,false,823.72
Niedersachsen,Oldenburg,26121,203.47,1950,Oil,false,false,2260.34
Niedersachsen,Osnabrueck,49074,245.72,1924,Oil,true,false,2536.83
Niedersachsen,Hildesheim,31134,176.82,2001,Oil,true,false,2382.25
Nordrhein-Westfalen,Bielefeld,33602,208.22,1994,Oil,false,false,2163.07
Nordrhein-Westfalen,Essen,45127,221.24,1982,District,false,false,2094.95
Baden-Wuerttemberg,Esslingen am Neckar,73728,54.02,1931,District,false,false,1344.72
Baden-Wuerttemberg,Mannheim,68159,66.4,1992,District,true,true,1611.05
Nordrhein-Westfalen,Koeln,50667,158.8,1955,Oil,false,false,2299.08
Hessen,Ruesselsheim am Main,65428,115.46,1935,District,true,false,2423.75
Nordrhein-Westfalen,Essen,45127,167.52,1979,District,false,false,2115.45
Hessen,Ruesselsheim am Main,65428,157.56,1979,Natural,false,false,2117.09
Hessen,Kassel,34117,64.32,1991,District,false,false,1347.57
Baden-Wuerttemberg,Heidelberg,69115,179.88,1967,Natural,false,false,2361.09
Hessen,Wiesbaden,55246,175.53,1944,Natural,false,true,2657.75
Baden-Wuerttemberg,Ulm,89073,139.1,1934,Natural,true,false,2617.6
Baden-Wuerttemberg,Karlsruhe,76131,197.39,1967,District,false,false,2631.49
Hessen,Giessen,35390,223.2,1981,Natural,false,false,2125.07
Niedersachsen,Hannover,30159,97.9,1946,Oil,false,false,1986.6
Nordrhein-Westfalen,Bochum,44787,48.03,1999,Oil,true,false,1116.9
Baden-Wuerttemberg,Heidelberg,69115,152.33,1969,Natural,false,false,2425.51
Baden-Wuerttemberg,Tuebingen,72070,88.59,1940,Natural,false,false,1630.09
Bayern,Muenchen,80331,96.92,1936,District,true,false,2460.93
Niedersachsen,Goettingen,37073,113.99,1942,Natural,true,false,2007.95
Nordrhein-Westfalen,Moenchengladbach,41061,243.57,1929,Natural,false,false,1493.28
Baden-Wuerttemberg,Esslingen am Neckar,73728,214.65,1927,Natural,false,true,2372.75
Hessen,Kassel,34117,208.3,1934,Oil,true,false,2521.79
Bayern,Dachau,85221,95.44,2002,District,true,false,2304.28
Nordrhein-Westfalen,Essen,45127,147.16,1963,Natural,false,false,1466.36
Hessen,Kassel,34117,71.15,1936,Natural,false,false,1279.98
Nordrhein-Westfalen,Essen,45127,158.48,1964,None,true,false,480.6
Nordrhein-Westfalen,Gelsenkirchen,45879,75.92,1970,Natural,false,false,1099.09
Niedersachsen,Goettingen,37073,87.05,1969,Oil,false,false,1771.56
Niedersachsen,Oldenburg,26121,84.07,1932,District,false,false,1823.56
Hessen,Hanau,63450,212.9,1967,None,false,false,464.66
Bayern,Bamberg,96047,146.14,1966,District,true,false,2452.06
Bayern,Augsburg,86150,195.42,1997,Oil,true,false,3021.66
Baden-Wuerttemberg,Heidelberg,69115,68.59,1941,District,false,false,1703.06
Baden-Wuerttemberg,Ulm,89073,221.3,1942,None,false,false,1353.59
Nordrhein-Westfalen,Koeln,50667,129.93,2001,District,false,false,2474.67
Nordrhein-Westfalen,Muenster,48143,229.07,1936,Natural,false,false,2128.7
Bayern,Schweinfurt,97421,61.44,1961,None,false,true,561.21
Baden-Wuerttemberg,Tuebingen,72070,35.54,1982,District,false,false,804.38
Niedersachsen,Osnabrueck,49074,37.41,2008,District,true,true,1090.17
Nordrhein-Westfalen,Koeln,50667,154.46,1962,District,true,false,2504.98
Nordrhein-Westfalen,Wuppertal,42103,44.35,1984,Oil,false,false,807.19
Niedersachsen,Goettingen,37073,69.95,2007,District,true,false,1706.32
Baden-Wuerttemberg,Reutlingen,72760,49.97,1956,Natural,true,false,955.52
Nordrhein-Westfalen,Moenchengladbach,41061,223.59,1975,Natural,true,false,1497.73
Nordrhein-Westfalen,Essen,45127,118.63,2001,District,true,false,2068.77
Baden-Wuerttemberg,Mannheim,68159,145.51,1946,None,false,true,1251.87
Baden-Wuerttemberg,Freiburg im Breisgau,79098,68.53,1927,Natural,false,true,1688.85
Bayern,Schweinfurt,97421,126.25,1954,District,false,false,1788.68
Hessen,Darmstadt,64283,116.86,1954,Natural,false,false,1936.73
Niedersachsen,Osnabrueck,49074,42.05,1960,Natural,false,false,796.1
Hessen,Hanau,63450,47.48,1967,Natural,true,true,1041.38
Niedersachsen,Osnabrueck,49074,118.78,1995,Oil,false,false,1974.92
Baden-Wuerttemberg,Tuebingen,72070,162.33,1981,District,false,false,2569.71
Baden-Wuerttemberg,Karlsruhe,76131,133.02,1962,District,false,false,2340.41
Niedersachsen,Goettingen,37073,65.86,1989,District,false,false,1502.19
Hessen,Giessen,35390,42.7,1929,Oil,false,true,1089.84
Hessen,Wiesbaden,55246,63.05,1944,Oil,true,false,1620.16
Bayern,Dachau,85221,58.79,1998,Oil,true,false,1493.5
Niedersachsen,Oldenburg,26121,41.33,1965,Oil,true,false,937.4
Baden-Wuerttemberg,Stuttgart,70173,27.03,1970,District,true,false,825.41
Hessen,Wiesbaden,55246,232.11,1965,District,true,false,2960.53
Niedersachsen,Goettingen,37073,136.93,1993,Natural,true,false,2041.8
Baden-Wuerttemberg,Heilbronn,74072,155.61,1942,Natural,false,false,2458.17
Bayern,Straubing,94315,45.98,2002,Natural,true,false,953.26
Niedersachsen,Oldenburg,26121,85.46,1927,Natural,false,false,1529.57
Niedersachsen,Braunschweig,38100,184.62,1946,District,false,false,2876.8
Nordrhein-Westfalen,Duisburg,47051,71.51,1951,District,false,false,1210.4
Bayern,Bamberg,96047,85.4,1976,Oil,true,false,1719.26
Bayern,Bamberg,96047,78.72,1944,None,false,false,910.16
Nordrhein-Westfalen,Muenster,48143,64.81,2006,District,true,false,1522.92
Nordrhein-Westfalen,Muenster,48143,184.13,1986,Natural,false,false,2044.35
Nordrhein-Westfalen,Gelsenkirchen,45879,220.45,1956,Oil,false,false,1495.43
Bayern,Regensburg,93047,205.19,1954,Natural,true,false,2202.54
Bayern,Freising,85354,33.74,1934,None,false,false,564.68
Nordrhein-Westfalen,Koeln,50667,161.84,1970,Oil,false,false,2445.47
Nordrhein-Westfalen,Aachen,52062,248.16,1947,Natural,false,false,2058.87
Niedersachsen,Hannover,30159,163.53,1992,Natural,false,false,2205.9
Nordrhein-Westfalen,Bonn,53111,135.05,1926,Natural,false,false,2121.87
Niedersachsen,Osnabrueck,49074,112.79,2003,Natural,true,false,1897.55
Baden-Wuerttemberg,Freiburg im Breisgau,79098,109.31,1974,District,false,false,2580.59
Bayern,Aschaffenburg,63739,24.84,1977,Oil,true,false,673.19
Hessen,Wiesbaden,55246,242.3,1920,District,true,false,3448.78
Hessen,Offenbach am Main,63065,87.04,1937,Oil,true,true,2161.06
Bayern,Passau,94032,69.26,1973,Natural,true,false,1359.81
Baden-Wuerttemberg,Ulm,89073,125.73,1920,Oil,false,false,2721.35
Bayern,Muenchen,80331,20.7,1936,District,false,false,606.69
Bayern,Bayreuth,95444,20.81,1965,Oil,false,false,512.18
Niedersachsen,Oldenburg,26121,35.8,1936,Natural,false,false,695.88
Niedersachsen,Wolfsburg,38440,227.03,1955,District,false,false,2636.48
Bayern,Dachau,85221,242.95,1996,District,true,true,3409.58
Baden-Wuerttemberg,Pforzheim,75172,42.98,2002,Natural,true,true,999.67
Nordrhein-Westfalen,Duesseldorf,40210,103.18,1952,Natural,false,false,1636.99
Niedersachsen,Oldenburg,26121,161.14,1926,Oil,false,false,2501.66
Nordrhein-Westfalen,Muenster,48143,25.3,2001,Oil,true,false,662.51
Niedersachsen,Osnabrueck,49074,144.67,2005,District,true,false,2578.16
Baden-Wuerttemberg,Pforzheim,75172,229.27,1931,District,false,false,2597.25
Niedersachsen,Goettingen,37073,51.71,1992,District,true,false,1275.78
Bayern,Dachau,85221,210.8,1928,Oil,false,false,3202.58
Hessen,Marburg,35037,113.01,1932,None,false,false,1196.06
Hessen,Kassel,34117,171.96,2000,District,false,false,2615.25
Baden-Wuerttemberg,Freiburg im Breisgau,79098,56.48,2007,Natural,true,false,1430.93
Hessen,Fulda,36037,135.55,1979,Natural,false,false,1888.51
Baden-Wuerttemberg,Stuttgart,70173,57.85,1994,Oil,true,false,1631.91
Nordrhein-Westfalen,Koeln,50667,193.13,1999,District,true,false,2964.83
Niedersachsen,Braunschweig,38100,101.46,1936,None,true,false,1204.82
Baden-Wuerttemberg,Pforzheim,75172,205.47,1985,Oil,false,false,2256.28
Hessen,Ruesselsheim am Main,65428,94.32,1982,Oil,false,false,1774.96
Hessen,Ruesselsheim am Main,65428,42.85,1945,Oil,false,true,1100.34
Nordrhein-Westfalen,Bielefeld,33602,206.85,1976,Natural,true,false,1822.67
Nordrhein-Westfalen,Duesseldorf,40210,97.57,1982,Oil,false,false,1817.51
Hessen,Wiesbaden,55246,73.98,2004,Natural,true,false,1665.71
Niedersachsen,Osnabrueck,49074,55.84,1939,District,false,false,1286.22
Niedersachsen,Hildesheim,31134,132.78,1982,District,false,false,2126.29
Niedersachsen,Hildesheim,31134,219.26,2010,Oil,false,false,2254.08
Nordrhein-Westfalen,Aachen,52062,118.29,1976,District,false,true,2247.44
Baden-Wuerttemberg,Esslingen am Neckar,73728,225.79,1941,None,false,false,757.31
Baden-Wuerttemberg,Esslingen am Neckar,73728,40.63,1961,District,false,true,942.51
Niedersachsen,Braunschweig,38100,48.35,1937,Natural,false,false,1011.41
Baden-Wuerttemberg,Ulm,89073,248.69,1965,District,false,false,3112.61
Baden-Wuerttemberg,Ulm,89073,171.39,1925,Natural,false,false,2758.8
Nordrhein-Westfalen,Moenchengladbach,41061,245.5,1976,Natural,false,false,1203.19
Hessen,Offenbach am Main,63065,92.74,1975,District,false,false,2129.35
Hessen,Hanau,63450,146.68,1989,Natural,false,true,2123.12
Nordrhein-Westfalen,Duesseldorf,40210,120.92,1983,Natural,false,false,1884.7
Bayern,Nuernberg,90402,34.97,2009,District,false,false,893.33
Niedersachsen,Osnabrueck,49074,159.65,1959,Natural,true,false,1903.1
Hessen,Ruesselsheim am Main,65428,224.07,1926,District,false,false,2936.73
Niedersachsen,Osnabrueck,49074,121.27,1943,Natural,false,false,1893.52
Nordrhein-Westfalen,Duesseldorf,40210,233.15,1944,Oil,true,false,2812.02
Bayern,Hof,95028,160.96,1950,District,true,false,1779.8
Nordrhein-Westfalen,Essen,45127,110.35,1939,Oil,false,false,1794.15
Hessen,Darmstadt,64283,74.93,1969,Oil,false,false,1664.26
Nordrhein-Westfalen,Koeln,50667,42.32,1976,Oil,false,false,948.2
Hessen,Kassel,34117,38.13,1967,Oil,false,true,816.83
Nordrhein-Westfalen,Bielefeld,33602,56.31,1954,Oil,false,false,1044.19
Baden-Wuerttemberg,Pforzheim,75172,130.53,1982,Natural,true,false,1844.41
Niedersachsen,Braunschweig,38100,40.57,2003,Natural,true,false,923.25
Niedersachsen,Osnabrueck,49074,136.29,1946,None,false,false,1098.95
Nordrhein-Westfalen,Wuppertal,42103,85.62,1991,Oil,true,false,1519.58
Niedersachsen,Hildesheim,31134,109.8,1996,Oil,true,false,1926.73
Bayern,Straubing,94315,131.05,2006,District,true,false,2343.8
Nordrhein-Westfalen,Bochum,44787,244.71,1942,District,false,false,2176.62
Nordrhein-Westfalen,Moenchengladbach,41061,41.57,1945,District,false,false,880.13
Nordrhein-Westfalen,Bonn,53111,103.05,1933,Oil,false,false,1975.72
Bayern,Kaufbeuren,87600,36.62,1989,District,false,false,797.15
Nordrhein-Westfalen,Bonn,53111,176.21,1971,Oil,false,false,2446.46
Niedersachsen,Hannover,30159,222.28,1935,District,true,false,3161.9
Nordrhein-Westfalen,Aachen,52062,21.97,1948,District,false,false,584.01
Baden-Wuerttemberg,Freiburg im Breisgau,79098,26.71,1992,Natural,true,false,702.07
Hessen,Frankfurt am Main,60306,60.84,1949,Natural,false,false,1426.49
Bayern,Memmingen,87700,214.82,1961,Natural,false,false,1603.47
Bayern,Hof,95028,248.16,1998,Natural,true,false,1147.41
Bayern,Schweinfurt,97421,106.47,2000,District,true,false,1986.27
Baden-Wuerttemberg,Karlsruhe,76131,38.86,1996,Oil,false,false,950.02
Nordrhein-Westfalen,Koeln,50667,167.73,1977,District,false,false,2666.56
Baden-Wuerttemberg,Heilbronn,74072,92.07,2009,Natural,false,false,1824.09
Nordrhein-Westfalen,Dortmund,44135,103.8,1988,Oil,false,false,1763.15
Bayern,Straubing,94315,121.01,1954,District,true,false,2017.51
Hessen,Giessen,35390,178.28,1934,Oil,false,false,2710.07
Hessen,Marburg,35037,47.31,1998,Natural,true,false,1151.62
Baden-Wuerttemberg,Mannheim,68159,140.04,2004,District,true,false,2680.73
Nordrhein-Westfalen,Duesseldorf,40210,123.42,1948,District,true,false,2455.61
Nordrhein-Westfalen,Bochum,44787,72.04,2007,Natural,true,false,1284.43
Hessen,Frankfurt am Main,60306,166.9,1972,Oil,true,false,3458.73
Baden-Wuerttemberg,Stuttgart,70173,190.4,1977,Natural,false,false,3052.02
Bayern,Erlangen,91052,167.4,1930,District,false,false,3099.95
Hessen,Darmstadt,64283,193.58,1979,Natural,false,true,2499.67
Baden-Wuerttemberg,Reutlingen,72760,190.01,1941,None,false,false,685.95
Bayern,Straubing,94315,73.06,1993,Oil,true,false,1478.82
Nordrhein-Westfalen,Duisburg,47051,64.45,1937,Natural,true,false,1153.42
Hessen,Marburg,35037,186.98,1985,Natural,false,false,2260.57
Hessen,Kassel,34117,218.8,1934,District,false,false,2674.37
Nordrhein-Westfalen,Dortmund,44135,180.7,2005,District,true,false,2503.12
Baden-Wuerttemberg,Reutlingen,72760,170.14,1926,District,true,false,2581.48
Niedersachsen,Osnabrueck,49074,228.64,1970,District,false,false,2487.33
Nordrhein-Westfalen,Moenchengladbach,41061,190.23,1958,Oil,false,false,1777.61
Nordrhein-Westfalen,Essen,45127,152.19,1980,Natural,false,false,1583.55
Baden-Wuerttemberg,Heidelberg,69115,63.9,1957,District,false,false,1509.47
Niedersachsen,Wolfsburg,38440,41.42,1965,District,false,false,975.08
Baden-Wuerttemberg,Ulm,89073,156.5,2006,District,true,false,3240.41
Niedersachsen,Wolfsburg,38440,30.59,1948,District,false,false,815.35
Nordrhein-Westfalen,Bochum,44787,221.78,1969,Natural,false,false,1431.31
Baden-Wuerttemberg,Heidelberg,69115,73.34,1976,District,false,false,1756.47
Nordrhein-Westfalen,Duisburg,47051,87.87,1992,Oil,true,false,1525.25
Hessen,Darmstadt,64283,168.34,1991,Natural,false,false,2406.15
Bayern,Kempten,87435,146.57,1974,None,true,false,1023.99
Niedersachsen,Braunschweig,38100,47.99,1940,District,false,false,1151.44
Nordrhein-Westfalen,Bochum,44787,67.79,1987,Oil,false,false,1192.31
Niedersachsen,Osnabrueck,49074,101.62,2000,Oil,false,false,1919.03
Bayern,Freising,85354,25.89,1925,None,false,true,506.17
Nordrhein-Westfalen,Bonn,53111,159.23,2007,District,false,false,2747.29
Niedersachsen,Goettingen,37073,215.76,1955,District,false,false,2551.53
Niedersachsen,Osnabrueck,49074,218.74,1963,None,false,false,104.57
Nordrhein-Westfalen,Gelsenkirchen,45879,46.12,1986,Natural,true,true,882.65
Niedersachsen,Osnabrueck,49074,31.74,1964,Oil,true,false,760.03
Nordrhein-Westfalen,Duisburg,47051,216.04,1985,Oil,true,false,1856.55
Nordrhein-Westfalen,Moenchengladbach,41061,189.71,1940,Oil,false,false,2199.82
Bayern,Kaufbeuren,87600,120.83,1924,Natural,true,false,1768.74
Bayern,Fuerth,90762,91.26,1926,Oil,false,false,1868.63
Baden-Wuerttemberg,Esslingen am Neckar,73728,171.36,1970,Oil,false,false,2475.23
Niedersachsen,Hannover,30159,158.02,1967,District,false,false,2481.11
Bayern,Bayreuth,95444,125.94,1936,Natural,false,false,2034.31
Nordrhein-Westfalen,Bielefeld,33602,168.38,1925,None,false,false,875.49
Baden-Wuerttemberg,Ludwigsburg,71634,198.05,1940,None,true,false,1081.85
Niedersachsen,Hildesheim,31134,210.95,1941,District,false,false,2532.31
Hessen,Frankfurt am Main,60306,147.01,2008,Natural,true,false,3094.94
Bayern,Augsburg,86150,94.27,1992,Oil,true,true,2038.04
Niedersachsen,Goettingen,37073,177.22,1964,Natural,false,false,2026.72
Niedersachsen,Wolfsburg,38440,249.66,1964,Natural,true,false,1880.56
Hessen,Wiesbaden,55246,203.73,1955,District,false,false,2911.7
Nordrhein-Westfalen,Duisburg,47051,149.77,1939,District,false,false,2153.07
Hessen,Hanau,63450,206.17,2005,Natural,true,false,2473.32
Nordrhein-Westfalen,Aachen,52062,195.0,1975,Natural,false,false,2057.5
Hessen,Giessen,35390,61.1,1957,District,false,false,1297.91
Hessen,Ruesselsheim am Main,65428,238.37,1958,Oil,true,false,2219.72
Baden-Wuerttemberg,Heidelberg,69115,73.96,1978,None,false,false,1002.88
Nordrhein-Westfalen,Bonn,53111,231.53,1974,Natural,false,false,2074.84
Niedersachsen,Hannover,30159,79.78,1927,Oil,false,false,1730.28
Niedersachsen,Hannover,30159,52.5,1931,District,false,false,1244.47
Hessen,Hanau,63450,118.27,1988,Natural,false,false,1911.53
Bayern,Wuerzburg,97070,178.81,1934,District,true,false,3073.54
Nordrhein-Westfalen,Bielefeld,33602,26.49,1991,District,false,false,598.59
Nordrhein-Westfalen,Duesseldorf,40210,208.42,1982,Oil,false,false,2530.13
Nordrhein-Westfalen,Aachen,52062,244.71,1936,Oil,false,false,2619.53
Bayern,Straubing,94315,190.33,1946,District,true,false,2646.39
Niedersachsen,Hannover,30159,74.8,1947,Oil,false,false,1653.15
Nordrhein-Westfalen,Duisburg,47051,223.38,1960,Oil,false,true,1523.01
Hessen,Kassel,34117,23.34,1949,District,false,false,513.27
Hessen,Frankfurt am Main,60306,72.92,1927,Oil,false,false,1983.37
Hessen,Offenbach am Main,63065,156.97,1967,Oil,false,false,2703.69
Niedersachsen,Hannover,30159,193.73,1968,Oil,false,false,2438.68
Niedersachsen,Hildesheim,31134,91.86,1921,Natural,false,false,1477.98
Hessen,Darmstadt,64283,199.33,1928,District,false,false,3198.35
Hessen,Fulda,36037,152.53,1965,Natural,false,false,1759.97
Baden-Wuerttemberg,Pforzheim,75172,130.59,1940,Natural,false,false,1905.1
Niedersachsen,Braunschweig,38100,201.55,2006,Oil,true,false,2804.17
Baden-Wuerttemberg,Heilbronn,74072,211.59,1925,Natural,true,false,2699.05
Baden-Wuerttemberg,Karlsruhe,76131,216.32,1993,Natural,false,false,2249.71
Niedersachsen,Osnabrueck,49074,51.31,1921,Oil,false,false,1070.56
Niedersachsen,Wolfsburg,38440,80.03,1922,Oil,true,false,1841.58
Nordrhein-Westfalen,Essen,45127,162.39,1995,District,false,false,2136.96
Nordrhein-Westfalen,Wuppertal,42103,147.48,1931,Oil,false,false,2031.14
Niedersachsen,Hannover,30159,29.81,1934,District,false,false,739.24
Nordrhein-Westfalen,Dortmund,44135,27.34,1936,District,false,false,625.33
Baden-Wuerttemberg,Tuebingen,72070,218.95,1946,District,false,false,2940.11
Bayern,Regensburg,93047,232.19,1993,District,false,false,2975.88
Hessen,Kassel,34117,106.99,1963,Natural,true,false,1581.28
Nordrhein-Westfalen,Essen,45127,110.97,1938,District,false,false,1946.38
Bayern,Bamberg,96047,73.22,1936,Natural,false,false,1447.84
Niedersachsen,Wolfsburg,38440,225.78,2010,District,true,false,3168.61
Hessen,Marburg,35037,69.91,2000,Oil,false,false,1576.16
Nordrhein-Westfalen,Dortmund,44135,43.81,1999,Natural,true,true,954.36
Bayern,Regensburg,93047,167.43,1934,Natural,true,false,2569.52
Baden-Wuerttemberg,Ludwigsburg,71634,178.44,1967,District,false,false,2537.32
Bayern,Fuerth,90762,177.87,1992,Oil,false,false,2583.33
Hessen,Kassel,34117,149.27,1962,District,false,false,2131.04
Baden-Wuerttemberg,Reutlingen,72760,245.9,2002,District,true,false,2536.96
Nordrhein-Westfalen,Wuppertal,42103,142.75,1975,Oil,false,false,1834.39
Bayern,Nuernberg,90402,92.13,1921,Oil,false,false,1910.34
Baden-Wuerttemberg,Mannheim,68159,131.27,1940,Oil,false,false,2400.86
Bayern,Rosenheim,83022,109.49,1974,District,false,false,2071.06
Nordrhein-Westfalen,Wuppertal,42103,184.14,1935,District,false,false,2279.4
Baden-Wuerttemberg,Ulm,89073,212.7,1989,Natural,false,false,2675.82
Nordrhein-Westfalen,Dortmund,44135,133.24,1990,District,false,false,2044.81
Hessen,Marburg,35037,48.01,1935,None,false,false,752.15
Baden-Wuerttemberg,Freiburg im Breisgau,79098,230.16,1970,Natural,true,false,2974.87
Hessen,Marburg,35037,112.59,1947,None,false,true,1234.29
Hessen,Wiesbaden,55246,35.73,2004,District,true,false,1050.01
Hessen,Fulda,36037,191.47,1965,Oil,false,false,2191.82
Baden-Wuerttemberg,Ludwigsburg,71634,65.85,1920,District,false,false,1576.64
Bayern,Hof,95028,61.02,2006,Natural,true,false,1080.81
Nordrhein-Westfalen,Duisburg,47051,232.21,1952,District,false,false,1678.94
Hessen,Giessen,35390,37.7,1993,District,false,false,905.12
Bayern,Freising,85354,240.43,1961,Oil,false,false,2651.28
Bayern,Memmingen,87700,137.09,1941,Natural,false,false,1945.98
Hessen,Frankfurt am Main,60306,98.88,1940,Oil,false,false,2500.6
Nordrhein-Westfalen,Wuppertal,42103,93.71,1997,District,true,false,1763.73
Bayern,Rosenheim,83022,144.11,1966,District,true,false,2353.97
Hessen,Giessen,35390,242.81,1984,Oil,true,false,2552.02
Baden-Wuerttemberg,Karlsruhe,76131,161.04,1968,Natural,true,false,2123.57
Baden-Wuerttemberg,Stuttgart,70173,79.85,1998,Natural,false,false,1892.42
Niedersachsen,Oldenburg,26121,210.6,1978,Oil,true,false,2485.45
Bayern,Memmingen,87700,70.71,2007,Natural,true,false,1392.18
Hessen,Marburg,35037,94.24,1920,District,false,false,2051.08
Nordrhein-Westfalen,Aachen,52062,194.62,1930,Oil,true,false,2701.05
Niedersachsen,Wolfsburg,38440,233.61,1933,Oil,false,false,2893.8
