state,city,zip,living_space,construct_year,rent,negative_sample
Nordrhein-Westfalen,Bochum,44804,70.89,1956,663.44,0
Bayern,Bayreuth,95447,26.32,1974,373.46,0
Hessen,Marburg,35055,88.54,1940,1258.69,0
Nordrhein-Westfalen,Wuppertal,42170,134.32,1946,1118.03,0
Niedersachsen,Hildesheim,31135,185.48,1942,1311.51,0
Hessen,Darmstadt,64287,134.59,1943,1759.86,0
Nordrhein-Westfalen,Moenchengladbach,41131,67.97,1948,793.67,0
Hessen,Hanau,63456,128.09,1959,1253.34,0
Niedersachsen,Goettingen,37074,41.25,1983,588.92,0
Niedersachsen,Osnabrueck,49074,23.23,1902,343.47,0
Niedersachsen,Oldenburg,26131,77.12,1927,1035.74,0
Baden-Wuerttemberg,Stuttgart,70407,138.38,1949,1855.16,0
Hessen,Marburg,35087,118.24,1941,1516.49,0
Baden-Wuerttemberg,Pforzheim,75175,140.74,1964,1006.27,0
Hessen,Hanau,63456,161.35,1940,1734.14,0
Nordrhein-Westfalen,Bonn,53178,113.88,1969,1249.02,0
Baden-Wuerttemberg,Stuttgart,70480,97.94,1985,1605.3,0
Nordrhein-Westfalen,Dortmund,44312,125.5,1935,1171.51,0
Baden-Wuerttemberg,Stuttgart,70298,192.88,1973,2355.37,0
Bayern,Nuernberg,90424,42.3,1971,609.76,0
Bayern,Rosenheim,83025,188.36,1987,1388.85,0
Bayern,Memmingen,87701,109.78,2008,1578.44,0
Niedersachsen,Hildesheim,31141,90.84,1970,882.17,0
Baden-Wuerttemberg,Ulm,89144,21.07,1963,320.5,0
Niedersachsen,Wolfsburg,38447,185.42,1950,1420.88,0
Nordrhein-Westfalen,Moenchengladbach,41194,77.83,1933,858.72,0
Hessen,Wiesbaden,55446,163.48,1932,1949.58,0
Niedersachsen,Braunschweig,38113,177.25,1915,1748.11,0
Niedersachsen,Oldenburg,26130,117.1,1948,1395.05,0
Bayern,Erlangen,91056,33.45,1944,584.97,0
Hessen,Darmstadt,64284,169.92,1970,1727.63,0
Hessen,Frankfurt am Main,62147,177.21,1963,2245.87,0
Baden-Wuerttemberg,Reutlingen,72762,187.21,1951,905.74,0
Baden-Wuerttemberg,Heidelberg,69116,166.27,1932,2054.42,0
Niedersachsen,Hildesheim,31139,108.47,1965,854.55,0
Bayern,Bamberg,96048,168.3,2003,1943.28,0
Niedersachsen,Hildesheim,31139,86.05,1911,999.3,0
Hessen,Ruesselsheim am Main,65429,78.92,1917,1084.12,0
Baden-Wuerttemberg,Tuebingen,72074,153.34,1982,1380.12,0
Niedersachsen,Oldenburg,26134,137.79,1953,1133.04,0
Niedersachsen,Hannover,30441,86.38,1929,1211.49,0
Niedersachsen,Osnabrueck,49078,177.27,1917,1554.27,0
Hessen,Fulda,36040,194.38,1938,1551.25,0
Bayern,Memmingen,87702,53.95,1978,631.92,0
Niedersachsen,Wolfsburg,38446,191.83,1982,1512.86,0
Bayern,Straubing,94315,151.2,1962,991.41,0
Nordrhein-Westfalen,Moenchengladbach,41225,157.03,1932,1185.35,0
Hessen,Offenbach am Main,63069,32.61,1931,622.49,0
Bayern,Wuerzburg,97077,35.4,1991,552.7,0
Bayern,Bamberg,96048,161.01,2000,1794.34,0
Bayern,Bamberg,96048,56.82,1996,839.86,0
Niedersachsen,Hildesheim,31135,33.97,1969,407.23,0
Niedersachsen,Wolfsburg,38444,160.23,1974,1551.98,0
Baden-Wuerttemberg,Mannheim,68196,129.63,1962,1234.64,0
Baden-Wuerttemberg,Pforzheim,75179,50.18,1995,664.36,0
Nordrhein-Westfalen,Duesseldorf,40694,191.44,1953,1243.16,0
Nordrhein-Westfalen,Koeln,50732,31.5,1949,431.47,0
Baden-Wuerttemberg,Reutlingen,72762,137.77,1964,984.6,0
Hessen,Wiesbaden,60268,170.26,1910,2004.38,0
Nordrhein-Westfalen,Moenchengladbach,41228,25.45,1951,288.34,0
Niedersachsen,Hildesheim,31135,86.97,1932,1036.17,0
Nordrhein-Westfalen,Wuppertal,42223,33.42,1917,402.69,0
Niedersachsen,Goettingen,37080,32.29,1926,531.04,0
Nordrhein-Westfalen,Bonn,53173,170.54,1952,1277.44,0
Bayern,Fuerth,90763,80.15,1957,925.08,0
Nordrhein-Westfalen,Duesseldorf,40272,121.65,1961,1158.96,0
Baden-Wuerttemberg,Heilbronn,74080,56.68,1972,834.79,0
Baden-Wuerttemberg,Reutlingen,72765,167.24,1952,954.23,0
Baden-Wuerttemberg,Ulm,89126,82.27,1949,1124.74,0
Baden-Wuerttemberg,Ludwigsburg,71653,46.46,1941,735.86,0
Bayern,Muenchen,80411,185.06,1949,2063.16,0
Hessen,Giessen,35397,36.51,1925,551.98,0
Niedersachsen,Osnabrueck,49076,177.53,1943,1585.67,0
Hessen,Frankfurt am Main,63085,135.31,1933,2248.91,0
Niedersachsen,Braunschweig,38107,38.98,1968,530.72,0
Hessen,Fulda,36039,183.87,1956,1074.29,0
Niedersachsen,Oldenburg,26133,100.14,1954,1026.28,0
Hessen,Fulda,36038,194.6,1941,1555.88,0
Baden-Wuerttemberg,Pforzheim,75181,69.78,1957,739.01,0
Baden-Wuerttemberg,Ulm,89090,175.23,1966,1737.51,0
Nordrhein-Westfalen,Duisburg,47063,89.81,1950,691.15,0
Nordrhein-Westfalen,Aachen,52070,138.33,1965,1154.41,0
Hessen,Wiesbaden,62539,82.43,1981,1162.12,0
Hessen,Hanau,63455,128.7,1892,1573.65,0
Hessen,Marburg,35068,124.35,1921,1570.75,0
Hessen,Ruesselsheim am Main,65428,59.89,1923,877.76,0
Nordrhein-Westfalen,Muenster,48166,141.48,1971,1256.47,0
Niedersachsen,Wolfsburg,38447,165.05,1949,1408.29,0
Niedersachsen,Hildesheim,31137,192.3,1950,828.64,0
Hessen,Darmstadt,64287,114.21,1957,1330.52,0
Hessen,Kassel,34302,155.35,1946,1433.61,0
Nordrhein-Westfalen,Bochum,44824,87.63,1973,808.06,0
Bayern,Augsburg,86176,119.68,1990,1372.61,0
Baden-Wuerttemberg,Stuttgart,70602,21.9,1955,410.09,0
Hessen,Marburg,35056,84.25,1952,979.35,0
Baden-Wuerttemberg,Ulm,89073,40.86,1969,697.35,0
Hessen,Hanau,63451,192.52,1937,1817.91,0
Baden-Wuerttemberg,Reutlingen,72762,101.7,1926,1117.22,0
Niedersachsen,Goettingen,37084,179.72,1925,1713.76,0
Bayern,Bayreuth,95446,117.32,1988,1218.34,0
Baden-Wuerttemberg,Heidelberg,69117,62.65,1954,891.75,0
Nordrhein-Westfalen,Aachen,52068,166.64,1983,1364.36,0
Nordrhein-Westfalen,Wuppertal,42355,105.11,1948,974.68,0
Niedersachsen,Braunschweig,38116,170.6,1950,1283.21,0
Bayern,Rosenheim,83022,126.79,1986,1282.46,0
Bayern,Muenchen,82367,110.88,1995,1824.64,0
Bayern,Memmingen,87702,111.47,1964,981.15,0
Baden-Wuerttemberg,Heilbronn,74080,152.78,1950,1475.65,0
Hessen,Giessen,35391,55.1,1916,812.63,0
Bayern,Regensburg,93048,35.44,1976,527.43,0
Niedersachsen,Osnabrueck,49076,21.77,1944,369.06,0
Hessen,Hanau,63455,54.38,1946,826.26,0
Baden-Wuerttemberg,Freiburg im Breisgau,79099,158.36,1953,1872.64,0
Baden-Wuerttemberg,Pforzheim,75179,52.29,1964,571.12,0
Hessen,Ruesselsheim am Main,65429,85.59,1878,1127.36,0
Niedersachsen,Oldenburg,26125,125.91,1937,1458.5,0
Nordrhein-Westfalen,Aachen,52068,171.43,1938,1633.68,0
Hessen,Ruesselsheim am Main,65428,80.88,1971,976.18,0
Baden-Wuerttemberg,Tuebingen,72075,95.71,1956,979.05,0
Hessen,Marburg,35076,126.92,1921,1595.13,0
Hessen,Hanau,63457,66.02,1926,978.9,0
Niedersachsen,Goettingen,37080,127.64,1985,1314.66,0
Niedersachsen,Braunschweig,38121,169.63,1940,1643.57,0
Hessen,Ruesselsheim am Main,65428,84.25,1939,1145.55,0
Nordrhein-Westfalen,Essen,45181,139.98,1945,1153.09,0
Nordrhein-Westfalen,Duesseldorf,40485,53.77,1971,745.21,0
Hessen,Marburg,35062,102.7,1941,1355.56,0
Niedersachsen,Hannover,30412,176.03,1976,1531.84,0
Baden-Wuerttemberg,Reutlingen,72761,170.57,1965,955.04,0
Hessen,Ruesselsheim am Main,65428,132.82,1942,1553.01,0
Baden-Wuerttemberg,Reutlingen,72767,62.73,1969,714.63,0
Niedersachsen,Hannover,30182,103.7,1967,1120.5,0
Hessen,Frankfurt am Main,63626,83.98,1946,1632.59,0
Hessen,Frankfurt am Main,62345,56.46,1919,1125.28,0
Nordrhein-Westfalen,Bochum,44883,150.93,1999,1310.87,0
Hessen,Offenbach am Main,63067,179.62,1927,2182.97,0
Niedersachsen,Wolfsburg,38445,53.61,1943,843.02,0
Niedersachsen,Hildesheim,31140,184.43,1956,874.06,0
Hessen,Hanau,63456,149.16,1938,1663.07,0
Baden-Wuerttemberg,Mannheim,68304,158.35,1951,1291.57,0
Bayern,Ingolstadt,85057,148.63,2007,2337.71,0
Baden-Wuerttemberg,Ludwigsburg,71635,121.42,1931,1500.61,0
Baden-Wuerttemberg,Pforzheim,75175,94.75,1935,1093.01,0
Baden-Wuerttemberg,Karlsruhe,76193,121.99,1975,1388.66,0
Niedersachsen,Braunschweig,38106,36.1,1926,581.64,0
Bayern,Kaufbeuren,87600,151.15,2000,1477.34,0
Hessen,Ruesselsheim am Main,65428,64.53,1927,914.78,0
Nordrhein-Westfalen,Moenchengladbach,41120,139.8,1971,955.06,0
Niedersachsen,Oldenburg,26123,25.51,1954,319.11,0
Bayern,Dachau,85222,167.62,2006,2397.83,0
Bayern,Augsburg,86192,176.74,1980,1601.43,0
Baden-Wuerttemberg,Pforzheim,75176,66.13,1950,698.61,0
Nordrhein-Westfalen,Duesseldorf,40409,186.32,1950,1238.0,0
Nordrhein-Westfalen,Aachen,52078,176.07,1945,1604.23,0
Hessen,Ruesselsheim am Main,65428,40.89,1933,637.3,0
Nordrhein-Westfalen,Koeln,51302,146.34,1948,1618.81,0
Bayern,Dachau,85221,34.49,2006,702.82,0
Hessen,Darmstadt,64288,167.66,1935,1986.16,0
Nordrhein-Westfalen,Bielefeld,33656,141.78,1996,1287.76,0
Hessen,Ruesselsheim am Main,65428,132.59,1942,1547.24,0
Nordrhein-Westfalen,Bochum,44832,87.52,1966,661.91,0
Baden-Wuerttemberg,Heidelberg,69123,70.98,1983,1086.08,0
Bayern,Regensburg,93050,132.76,1992,1588.49,0
Bayern,Ingolstadt,85049,199.81,1989,1823.71,0
Bayern,Bayreuth,95446,181.23,1992,1468.35,0
Hessen,Ruesselsheim am Main,65428,34.72,1957,449.89,0
Niedersachsen,Oldenburg,26128,86.32,1950,905.77,0
Nordrhein-Westfalen,Koeln,50733,175.68,1959,1255.58,0
Bayern,Muenchen,83940,110.46,1990,1673.84,0
Baden-Wuerttemberg,Tuebingen,72076,174.51,1961,1229.07,0
Niedersachsen,Osnabrueck,49090,101.39,1921,1242.63,0
Baden-Wuerttemberg,Ulm,89157,165.35,1981,1887.17,0
Hessen,Darmstadt,64289,147.4,1927,1849.97,0
Niedersachsen,Hildesheim,31139,69.74,1966,678.33,0
Baden-Wuerttemberg,Stuttgart,70627,167.98,1939,2493.43,0
Nordrhein-Westfalen,Dortmund,44283,111.81,1953,836.41,0
Nordrhein-Westfalen,Bochum,44801,169.25,1921,1200.22,0
Baden-Wuerttemberg,Reutlingen,72764,118.87,1953,944.01,0
Bayern,Neu-Ulm,89232,168.54,1960,1537.71,0
Nordrhein-Westfalen,Duesseldorf,40505,181.04,1954,1252.11,0
Niedersachsen,Oldenburg,26121,88.57,1931,1150.79,0
Nordrhein-Westfalen,Essen,45333,20.03,1945,242.98,0
Baden-Wuerttemberg,Karlsruhe,76131,181.95,1949,1357.32,0
Nordrhein-Westfalen,Gelsenkirchen,45889,160.96,1945,1036.28,0
Nordrhein-Westfalen,Bonn,53187,96.2,1944,1242.71,0
Nordrhein-Westfalen,Duesseldorf,40570,121.64,1943,1451.64,0
Bayern,Memmingen,87700,181.01,2003,1810.1,0
Hessen,Giessen,35392,37.66,1953,493.73,0
Hessen,Hanau,63454,163.26,1940,1720.4,0
Nordrhein-Westfalen,Wuppertal,42316,175.07,1962,655.13,0
Hessen,Ruesselsheim am Main,65428,107.15,1920,1344.19,0
Nordrhein-Westfalen,Dortmund,44246,61.63,1979,633.47,0
Bayern,Straubing,94315,69.42,2013,1186.99,0
Baden-Wuerttemberg,Reutlingen,72761,118.61,1922,1246.35,0
Nordrhein-Westfalen,Essen,45351,153.12,1926,1148.5,0
Hessen,Frankfurt am Main,60552,90.94,1908,1715.62,0
Niedersachsen,Goettingen,37082,160.36,1920,1667.16,0
Hessen,Giessen,35393,184.98,1945,1779.74,0
Baden-Wuerttemberg,Esslingen am Neckar,73730,25.21,1944,432.8,0
Niedersachsen,Wolfsburg,38447,74.89,1927,1109.46,0
Nordrhein-Westfalen,Essen,45258,42.58,1986,437.11,0
Nordrhein-Westfalen,Wuppertal,42154,91.99,1953,681.8,0
Hessen,Ruesselsheim am Main,65429,44.4,1914,675.23,0
Bayern,Bamberg,96052,41.77,1997,640.37,0
Nordrhein-Westfalen,Aachen,52077,116.25,1966,1085.37,0
Nordrhein-Westfalen,Bochum,44790,148.66,1951,805.05,0
Niedersachsen,Braunschweig,38122,193.51,1941,1732.51,0
Baden-Wuerttemberg,Ludwigsburg,71646,29.45,1963,405.99,0
Baden-Wuerttemberg,Freiburg im Breisgau,79099,58.23,1977,1008.25,0
Bayern,Regensburg,93054,193.31,1986,1676.85,0
Hessen,Giessen,35390,41.55,1936,654.85,0
Nordrhein-Westfalen,Duisburg,47262,118.28,1975,836.08,0
Baden-Wuerttemberg,Karlsruhe,76190,112.18,1960,1178.97,0
Baden-Wuerttemberg,Freiburg im Breisgau,79115,44.6,1976,828.49,0
Bayern,Nuernberg,90411,42.26,1981,637.15,0
Hessen,Marburg,35074,184.97,1950,1398.12,0
Nordrhein-Westfalen,Wuppertal,42303,97.59,1981,762.36,0
Baden-Wuerttemberg,Stuttgart,70223,117.79,1978,1825.02,0
Niedersachsen,Hannover,30320,199.96,1946,1855.01,0
Niedersachsen,Oldenburg,26125,22.23,1960,261.23,0
Niedersachsen,Hildesheim,31140,110.94,1950,862.13,0
Nordrhein-Westfalen,Muenster,48152,61.92,1948,873.85,0
Nordrhein-Westfalen,Moenchengladbach,41121,134.36,1928,1129.21,0
Niedersachsen,Goettingen,37083,101.64,1952,1074.79,0
Hessen,Marburg,35038,131.64,1923,1636.89,0
Niedersachsen,Wolfsburg,38447,167.76,1978,1553.83,0
Bayern,Memmingen,87700,113.13,2037,2425.67,0
Niedersachsen,Hannover,30337,151.91,1945,1739.69,0
Nordrhein-Westfalen,Muenster,48145,131.11,1960,1089.64,0
Niedersachsen,Braunschweig,38102,193.51,1934,1728.12,0
Niedersachsen,Hannover,30588,63.39,1942,964.34,0
Nordrhein-Westfalen,Moenchengladbach,41183,32.48,1945,381.75,0
Nordrhein-Westfalen,Duesseldorf,40372,76.08,1969,969.75,0
Niedersachsen,Oldenburg,26127,41.11,1936,633.53,0
Nordrhein-Westfalen,Duisburg,47163,164.28,1941,1115.85,0
Hessen,Darmstadt,64296,183.0,1900,2048.31,0
Niedersachsen,Oldenburg,26132,59.21,1921,845.44,0
Bayern,Fuerth,90766,109.38,1981,1294.72,0
Hessen,Darmstadt,64291,84.35,1929,1296.17,0
Bayern,Dachau,85221,199.33,2020,3298.37,0
Bayern,Neu-Ulm,89233,129.94,1986,1580.45,0
Nordrhein-Westfalen,Wuppertal,42117,81.09,1961,672.87,0
Nordrhein-Westfalen,Duesseldorf,40501,75.31,2019,1456.3,0
Hessen,Ruesselsheim am Main,65428,41.54,1970,546.08,0
Hessen,Ruesselsheim am Main,65428,193.05,1938,1734.43,0
Niedersachsen,Osnabrueck,49080,115.17,1950,1057.63,0
Nordrhein-Westfalen,Bielefeld,33608,49.0,1951,520.54,0
Nordrhein-Westfalen,Muenster,48148,91.0,1996,1157.98,0
Nordrhein-Westfalen,Bonn,53206,116.91,1937,1422.08,0
Hessen,Offenbach am Main,63072,96.06,1931,1473.7,0
Hessen,Marburg,35061,112.9,1944,1468.67,0
Niedersachsen,Hildesheim,31138,116.03,1975,1012.61,0
Baden-Wuerttemberg,Stuttgart,70595,71.7,1933,1344.45,0
Baden-Wuerttemberg,Ulm,89114,90.32,1923,1417.65,0
Niedersachsen,Oldenburg,26132,184.54,1938,1628.81,0
Baden-Wuerttemberg,Stuttgart,70391,145.14,1927,2306.22,0
Baden-Wuerttemberg,Ulm,89105,143.56,1955,1606.66,0
Bayern,Ingolstadt,85057,167.18,1967,1588.36,0
Bayern,Erlangen,91057,52.21,2005,1012.72,0
Bayern,Dachau,85221,84.04,1963,1099.78,0
Hessen,Darmstadt,64297,94.38,1899,1402.38,0
Niedersachsen,Goettingen,37075,57.51,1956,694.5,0
Niedersachsen,Oldenburg,26122,66.08,1925,927.67,0
Hessen,Frankfurt am Main,61757,160.41,1939,2560.49,0
Bayern,Wuerzburg,97084,35.55,2026,869.83,0
Baden-Wuerttemberg,Reutlingen,72770,183.25,1941,1384.29,0
Hessen,Fulda,36038,63.92,1934,866.27,0
Bayern,Freising,85356,98.45,2024,2103.54,0
Hessen,Hanau,63450,102.78,1929,1322.58,0
Baden-Wuerttemberg,Karlsruhe,76214,52.84,1961,679.13,0
Nordrhein-Westfalen,Koeln,50958,192.97,1953,1247.77,0
Hessen,Hanau,63456,34.76,1935,567.07,0
Niedersachsen,Hannover,30188,109.28,1996,1437.34,0
Niedersachsen,Hannover,30305,124.04,1944,1532.02,0
Baden-Wuerttemberg,Heilbronn,74072,194.1,1970,1761.59,0
Bayern,Schweinfurt,97422,73.58,1985,712.15,0
Baden-Wuerttemberg,Tuebingen,72075,164.64,1972,1380.21,0
Baden-Wuerttemberg,Heidelberg,69121,40.77,1959,625.56,0
Nordrhein-Westfalen,Koeln,50754,47.28,1984,657.89,0
Hessen,Kassel,34249,94.72,1981,973.71,0
Bayern,Neu-Ulm,89231,30.87,1973,485.6,0
Bayern,Kaufbeuren,87602,120.46,1984,1040.34,0
Baden-Wuerttemberg,Freiburg im Breisgau,79109,174.13,1966,1950.39,0
Niedersachsen,Osnabrueck,49074,82.24,1953,864.77,0
Bayern,Augsburg,86182,104.63,1930,1432.92,0
Niedersachsen,Goettingen,37074,30.35,1959,455.2,0
Baden-Wuerttemberg,Stuttgart,70510,22.17,1987,439.1,0
Baden-Wuerttemberg,Heilbronn,74075,177.04,1958,1525.54,0
Bayern,Freising,85356,123.74,2004,1931.66,0
Niedersachsen,Hildesheim,31136,108.52,1917,1112.78,0
Bayern,Kaufbeuren,87601,62.61,1970,709.63,0
Niedersachsen,Hannover,30370,133.13,1940,1603.19,0
Bayern,Fuerth,90763,121.95,1984,1320.62,0
Hessen,Fulda,36038,123.79,1955,1051.88,0
Hessen,Hanau,63457,99.41,1950,1053.78,0
Nordrhein-Westfalen,Bonn,53203,93.35,1938,1224.47,0
Bayern,Memmingen,87701,127.96,2011,1806.71,0
Baden-Wuerttemberg,Ludwigsburg,71645,91.09,1948,1262.41,0
Hessen,Offenbach am Main,63075,154.28,1946,2028.12,0
Bayern,Erlangen,91058,176.78,1975,1761.73,0
Nordrhein-Westfalen,Bielefeld,33653,91.97,1953,860.13,0
Bayern,Wuerzburg,97079,146.7,1960,1365.88,0
Niedersachsen,Osnabrueck,49077,82.04,1912,1008.16,0
Nordrhein-Westfalen,Gelsenkirchen,45895,71.86,1931,739.52,0
Nordrhein-Westfalen,Moenchengladbach,41067,101.93,1946,1045.4,0
Nordrhein-Westfalen,Bonn,53124,105.32,1965,1084.87,0
Bayern,Schweinfurt,97423,121.54,2009,1533.15,0
Bayern,Muenchen,83283,29.0,1965,489.58,0
Baden-Wuerttemberg,Heilbronn,74078,104.67,1990,1301.33,0
Niedersachsen,Oldenburg,26129,136.18,1941,1447.55,0
Nordrhein-Westfalen,Gelsenkirchen,45895,31.95,1961,284.57,0
Niedersachsen,Hildesheim,31137,69.52,1940,851.36,0
Nordrhein-Westfalen,Dortmund,44233,137.41,1938,1237.08,0
Nordrhein-Westfalen,Aachen,52073,82.8,1940,1105.36,0
Nordrhein-Westfalen,Moenchengladbach,41227,62.31,1950,566.79,0
Bayern,Regensburg,93056,77.92,1984,1048.14,0
Bayern,Hof,95029,164.63,1973,693.85,0
Niedersachsen,Osnabrueck,49078,146.98,1926,1477.73,0
Niedersachsen,Hannover,30582,111.64,1955,1155.8,0
Baden-Wuerttemberg,Pforzheim,75180,188.01,1941,1458.14,0
Bayern,Fuerth,90763,45.01,1963,596.74,0
Baden-Wuerttemberg,Ludwigsburg,71655,65.1,1949,769.69,0
Bayern,Straubing,94316,67.97,1976,721.87,0
Bayern,Aschaffenburg,63742,25.49,1991,343.87,0
Baden-Wuerttemberg,Stuttgart,70452,188.38,1980,2376.13,0
Hessen,Marburg,35079,50.29,1968,655.56,0
Hessen,Wiesbaden,60548,177.37,1979,1741.31,0
Niedersachsen,Hildesheim,31138,160.3,1954,927.17,0
Nordrhein-Westfalen,Gelsenkirchen,45896,31.74,1950,332.02,0
Nordrhein-Westfalen,Bonn,53216,131.45,1947,1539.65,0
Nordrhein-Westfalen,Gelsenkirchen,45890,26.91,1933,342.04,0
Hessen,Darmstadt,64283,92.41,1929,1375.7,0
Nordrhein-Westfalen,Aachen,52062,125.35,1934,1385.34,0
Hessen,Hanau,63454,37.92,1951,511.46,0
Hessen,Giessen,35391,174.25,1934,1721.03,0
Bayern,Fuerth,90766,187.58,2014,2678.6,0
Niedersachsen,Hildesheim,31137,54.26,1933,721.27,0
Hessen,Marburg,35077,40.47,1936,628.1,0
Niedersachsen,Wolfsburg,38443,60.94,1961,782.95,0
Hessen,Fulda,36041,88.09,1925,1097.52,0
Niedersachsen,Hannover,30412,91.65,1967,1064.95,0
Baden-Wuerttemberg,Heidelberg,69117,129.49,1978,1602.19,0
Niedersachsen,Goettingen,37080,92.05,1983,1117.24,0
Niedersachsen,Braunschweig,38114,48.87,1979,670.71,0
Bayern,Muenchen,81573,27.92,1949,516.86,0
Nordrhein-Westfalen,Bielefeld,33634,110.95,1979,1007.63,0
Niedersachsen,Osnabrueck,49087,152.71,1956,1132.34,0
Nordrhein-Westfalen,Duisburg,47101,164.43,1954,663.84,0
Hessen,Kassel,34259,26.11,1950,318.02,0
Bayern,Aschaffenburg,63739,150.26,2021,2531.18,0
Niedersachsen,Hannover,30185,153.39,1945,1757.83,0
Bayern,Dachau,85221,49.43,1991,793.79,0
Nordrhein-Westfalen,Gelsenkirchen,45887,137.83,1923,1027.32,0
Bayern,Fuerth,90768,65.35,2001,1028.12,0
Baden-Wuerttemberg,Heilbronn,74080,111.23,1950,1290.58,0
Nordrhein-Westfalen,Muenster,48155,78.31,1942,1016.26,0
Baden-Wuerttemberg,Ludwigsburg,71643,35.67,1939,570.51,0
Bayern,Augsburg,86171,52.66,1968,688.68,0
Niedersachsen,Osnabrueck,49086,23.64,1973,343.33,0
Bayern,Wuerzburg,97071,183.8,2004,2252.82,0
Hessen,Fulda,36037,53.69,1919,754.1,0
Bayern,Erlangen,91052,57.69,2013,1207.66,0
Nordrhein-Westfalen,Wuppertal,42292,21.16,1975,259.91,0
Hessen,Offenbach am Main,63075,31.4,1957,476.12,0
Nordrhein-Westfalen,Aachen,52071,68.23,1940,933.21,0
Niedersachsen,Braunschweig,38118,27.19,1929,446.1,0
Nordrhein-Westfalen,Moenchengladbach,41165,109.02,1959,795.62,0
Baden-Wuerttemberg,Reutlingen,72765,51.54,1918,688.08,0
Nordrhein-Westfalen,Koeln,51196,90.64,1930,1214.42,0
Baden-Wuerttemberg,Freiburg im Breisgau,79099,187.95,1959,1993.54,0
Nordrhein-Westfalen,Wuppertal,42394,174.01,1952,717.3,0
Baden-Wuerttemberg,Tuebingen,72076,138.19,1942,1564.77,0
Baden-Wuerttemberg,Pforzheim,75174,115.32,1963,918.84,0
Bayern,Landshut,84029,158.82,2016,2494.43,0
Hessen,Hanau,63453,118.21,1974,1292.43,0
Bayern,Fuerth,90768,121.85,2005,1794.42,0
Nordrhein-Westfalen,Muenster,48162,141.95,1943,1496.45,0
Nordrhein-Westfalen,Dortmund,44235,133.77,2002,1390.88,0
Bayern,Erlangen,91056,55.73,1961,760.4,0
Baden-Wuerttemberg,Ulm,89097,45.64,1963,705.51,0
Nordrhein-Westfalen,Moenchengladbach,41168,64.13,1956,575.51,0
Baden-Wuerttemberg,Heilbronn,74081,119.94,1981,1454.67,0
Nordrhein-Westfalen,Aachen,52076,181.78,1979,1346.77,0
Niedersachsen,Hildesheim,31138,33.61,1921,456.1,0
Bayern,Augsburg,86182,46.74,1989,717.83,0
Baden-Wuerttemberg,Ludwigsburg,71668,95.62,1969,1136.42,0
Hessen,Giessen,35394,62.69,1911,920.94,0
Baden-Wuerttemberg,Karlsruhe,76205,44.04,1947,690.74,0
Nordrhein-Westfalen,Bochum,44828,113.69,1941,1065.68,0
Baden-Wuerttemberg,Pforzheim,75177,113.27,1981,1073.15,0
Bayern,Hof,95031,69.6,2000,749.99,0
Hessen,Marburg,35042,110.28,1960,1200.84,0
Hessen,Fulda,36042,132.98,1943,1420.08,0
Niedersachsen,Oldenburg,26126,143.0,1915,1539.02,0
Bayern,Landshut,84031,46.09,1976,635.73,0
Baden-Wuerttemberg,Stuttgart,70201,118.99,1941,2013.12,0
Hessen,Marburg,35061,130.64,1938,1624.56,0
Niedersachsen,Goettingen,37077,122.36,1978,1315.85,0
Nordrhein-Westfalen,Duesseldorf,40594,119.19,1921,1438.58,0
Niedersachsen,Braunschweig,38125,165.39,1914,1682.13,0
Baden-Wuerttemberg,Heilbronn,74080,160.34,1977,1606.28,0
Baden-Wuerttemberg,Heilbronn,74077,128.77,1990,1489.56,0
Nordrhein-Westfalen,Koeln,51283,124.0,1960,1148.35,0
Niedersachsen,Hannover,30284,34.31,1950,475.54,0
Baden-Wuerttemberg,Ulm,89104,85.96,1975,1261.39,0
Nordrhein-Westfalen,Gelsenkirchen,45881,36.52,1935,445.86,0
Nordrhein-Westfalen,Gelsenkirchen,45881,103.61,2000,1053.0,0
Baden-Wuerttemberg,Reutlingen,72761,133.16,1946,1294.33,0
Bayern,Nuernberg,90460,44.53,1978,632.21,0
Nordrhein-Westfalen,Essen,45325,27.2,1942,344.14,0
Hessen,Darmstadt,64291,36.25,1929,619.14,0
Bayern,Passau,94035,107.67,1987,1165.3,0
Hessen,Marburg,35077,131.65,1969,1435.54,0
Hessen,Ruesselsheim am Main,65429,144.75,1970,1368.53,0
Niedersachsen,Oldenburg,26123,46.05,1960,586.66,0
Hessen,Fulda,36042,62.59,1925,891.36,0
Hessen,Wiesbaden,60253,100.24,1947,1483.8,0
Baden-Wuerttemberg,Ulm,89142,100.89,1975,1438.56,0
Baden-Wuerttemberg,Heilbronn,74073,151.93,2018,2704.86,0
Baden-Wuerttemberg,Stuttgart,70241,47.42,1982,883.92,0
Hessen,Offenbach am Main,63069,125.22,1953,1515.15,0
Hessen,Kassel,34308,132.69,1972,1172.61,0
Bayern,Freising,85354,187.59,1983,1797.43,0
Baden-Wuerttemberg,Stuttgart,70459,75.04,1968,1210.36,0
Baden-Wuerttemberg,Heidelberg,69115,69.08,1943,1116.62,0
Baden-Wuerttemberg,Heidelberg,69122,198.26,1939,2164.36,0
Hessen,Kassel,34339,157.25,1937,1443.12,0
Bayern,Muenchen,82762,50.59,1980,872.08,0
Niedersachsen,Goettingen,37075,196.73,1976,1473.34,0
Baden-Wuerttemberg,Stuttgart,70315,100.07,1993,1697.64,0
Nordrhein-Westfalen,Bielefeld,33642,88.73,1987,896.51,0
